1,2,3,4
0.33333333333335763,0.36426318977110594,0.3926093138146796,0.33739463152922994
0.3333333333333334,0.37967904298934857,0.300116276043068,0.32792738297862595
0.4511674610009865,0.41385411693152235,0.33552602723264124,0.33471140419107925
0.4188507164590107,0.3709206615235396,0.33579310190402956,0.334742464686402
0.2772628088373361,0.373286913453274,0.791293261716845,0.013221727485362836
0.49533518344612476,0.7016607574643546,0.39140142471419753,0.3397552457332313
0.450018979013395,0.37159846923689205,0.3350120003665621,0.3721910118219314
0.4494398361566477,0.30817664096625785,0.34393393653525145,0.3684078790622261
0.5860128521082194,0.38389728464024847,0.15273884841519936,0.2366257477093085
0.4094201257261989,0.37328279500278444,0.3632598863573534,0.2594874574997036
0.41088050970631423,0.6120329401128992,0.3632184937468532,0.3363747007629531
0.4774412455845112,0.28072454593437046,0.36600144719632943,0.3276007372560135
0.447188812386426,0.3606561920048471,0.41652250543941743,0.4927876162253605
0.46664882015162595,0.41965281393344206,0.43297540719645966,0.3708038921254455
0.3280898306959866,0.2614317752496312,0.4008688746477711,0.3367791538807485
0.5288790264272808,0.35917653214043255,0.33276829868173186,0.3347628873529639
0.36420256634756276,0.3892503142122466,0.33779018878815403,0.31384737487103903
0.35803363666622806,0.40117239895824147,0.3991109417077803,0.3366997327613663
0.3786522041982715,0.3814426519524009,0.3795421950903415,0.336707944818634
0.587415918600474,0.46789237244716225,0.36528855900546403,0.4454612352001724
0.42569975465368426,0.37813527863445184,0.5660825388828679,0.3383160980087694
0.4416523851342721,0.3955037932588104,0.3344256747857028,0.3700271257761545
